issueType,bankKey,itemId,status,routeKey,surface,field,value,reason
feedback_mismatch_risk,b1_m13,v080149_cat13_collocation_cat13_coll_016,active,b1_m13,correction,answer/feedback,die Lücke ergänzen | Ergänzen Sie die Lücke. | `Lücke` is the gap/blank in a task.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m13,v080149_cat13_collocation_cat13_coll_017,active,b1_m13,correction,answer/feedback,"Fortschritte machen | Ich mache langsam Fortschritte. | Keep learning/exam language factual: name the task, ask for clarification, and avoid exam-readiness claims.",Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m13,v080149_cat13_collocation_cat13_coll_018,active,b1_m13,correction,answer/feedback,"eine Verbesserung merken | Ich merke eine Verbesserung beim Sprechen. | Keep learning/exam language factual: name the task, ask for clarification, and avoid exam-readiness claims.",Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m13,v080149_cat13_collocation_cat13_coll_019,active,b1_m13,correction,answer/feedback,einen Fehler korrigieren | Ich korrigiere den Fehler im Satz. | `Fehler` is a mistake/error; `Korrektur` is the correction.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m13,v080149_cat13_collocation_cat13_coll_020,active,b1_m13,correction,answer/feedback,"eine Korrektur bekommen | Ich habe die Korrektur verstanden. | Keep learning/exam language factual: name the task, ask for clarification, and avoid exam-readiness claims.",Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m13,v080149_cat13_collocation_cat13_coll_021,active,b1_m13,correction,answer/feedback,"Rückmeldung bekommen | Ich bekomme morgen Rückmeldung. | Keep learning/exam language factual: name the task, ask for clarification, and avoid exam-readiness claims.",Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m13,v080149_cat13_collocation_cat13_coll_022,active,b1_m13,correction,answer/feedback,"eine Wiederholung machen | Wir machen heute eine kurze Wiederholung. | Keep learning/exam language factual: name the task, ask for clarification, and avoid exam-readiness claims.",Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m13,v080149_cat13_collocation_cat13_coll_024,active,b1_m13,correction,answer/feedback,Vokabeln wiederholen | Ich wiederhole jeden Tag Vokabeln. | `wiederholen` means repeat; use it when you did not hear or need more practice.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m13,v080149_cat13_collocation_cat13_coll_025,active,b1_m13,correction,answer/feedback,"die Aussprache verbessern | Ich möchte meine Aussprache verbessern. | Keep learning/exam language factual: name the task, ask for clarification, and avoid exam-readiness claims.",Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m13,v080149_cat13_collocation_cat13_coll_027,active,b1_m13,correction,answer/feedback,"eine Zusammenfassung schreiben | Ich schreibe eine kurze Zusammenfassung. | Keep learning/exam language factual: name the task, ask for clarification, and avoid exam-readiness claims.",Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m13,v080149_cat13_collocation_cat13_coll_029,active,b1_m13,correction,answer/feedback,"in die richtige Reihenfolge bringen | Bringen Sie die Wörter in die richtige Reihenfolge. | Keep learning/exam language factual: name the task, ask for clarification, and avoid exam-readiness claims.",Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m13,v080149_cat13_collocation_cat13_coll_032,active,b1_m13,correction,answer/feedback,"die Aussprache verbessern | Ich verbessere meine Aussprache. | Keep learning/exam language factual: name the task, ask for clarification, and avoid exam-readiness claims.",Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m13,v080149_cat13_collocation_cat13_coll_033,active,b1_m13,correction,answer/feedback,einen Fehler korrigieren | Ich korrigiere den Fehler. | `Fehler` is a mistake/error; `Korrektur` is the correction.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m13,v080149_cat13_collocation_cat13_coll_034,active,b1_m13,correction,answer/feedback,"die Antwort kontrollieren | Ich kontrolliere meine Antwort. | Keep learning/exam language factual: name the task, ask for clarification, and avoid exam-readiness claims.",Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m13,v080149_cat13_collocation_cat13_coll_035,active,b1_m13,correction,answer/feedback,"das Sprechen üben | Ich übe das Sprechen. | Keep learning/exam language factual: name the task, ask for clarification, and avoid exam-readiness claims.",Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m13,v080149_cat13_collocation_cat13_coll_036,active,b1_m13,correction,answer/feedback,"für die Prüfung lernen | Ich lerne für die Prüfung. | Keep learning/exam language factual: name the task, ask for clarification, and avoid exam-readiness claims.",Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m13,v080149_cat13_collocation_cat13_coll_037,active,b1_m13,correction,answer/feedback,"auf die Endung achten | Achten Sie auf die Endung. | Keep learning/exam language factual: name the task, ask for clarification, and avoid exam-readiness claims.",Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m13,v080149_cat13_collocation_cat13_coll_039,active,b1_m13,correction,answer/feedback,"eine Tabelle ausfüllen | Füllen Sie die Tabelle aus. | Keep learning/exam language factual: name the task, ask for clarification, and avoid exam-readiness claims.",Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m13,v080149_cat13_collocation_cat13_coll_040,active,b1_m13,correction,answer/feedback,den Satz ergänzen | Ergänzen Sie den Satz. | `ergänzen` means complete/add the missing part.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m13,v080149_cat13_collocation_cat13_coll_041,active,b1_m13,correction,answer/feedback,die richtige Antwort ankreuzen | Kreuzen Sie die richtige Antwort an. | `ankreuzen` means tick/select an answer.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m13,v080149_cat13_collocation_cat13_coll_042,active,b1_m13,correction,answer/feedback,Begriffe zuordnen | Ordnen Sie die Begriffe zu. | `zuordnen` means match or assign items to the right place.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m13,v080149_cat13_collocation_cat13_coll_043,active,b1_m13,correction,answer/feedback,zwei Beispiele nennen | Nennen Sie zwei Beispiele. | `ein Beispiel geben` means give an example.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m13,v080149_cat13_practice_family_cat13_pf_087,active,b1_m13,production,answer/feedback,self_check | self-marked | Production is practice only: ask clearly for help or describe your learning need; do not treat this as exam advice.,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m13,v080149_cat13_practice_family_cat13_pf_087,active,b1_m13,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m13,v080149_cat13_practice_family_cat13_pf_088,active,b1_m13,production,answer/feedback,self_check | self-marked | Production is practice only: ask clearly for help or describe your learning need; do not treat this as exam advice.,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m13,v080149_cat13_practice_family_cat13_pf_088,active,b1_m13,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m13,v080149_cat13_practice_family_cat13_pf_089,active,b1_m13,production,answer/feedback,self_check | self-marked | Production is practice only: ask clearly for help or describe your learning need; do not treat this as exam advice.,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m13,v080149_cat13_practice_family_cat13_pf_089,active,b1_m13,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m13,v080149_cat13_practice_family_cat13_pf_090,active,b1_m13,production,answer/feedback,self_check | self-marked | Production is practice only: ask clearly for help or describe your learning need; do not treat this as exam advice.,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m13,v080149_cat13_practice_family_cat13_pf_090,active,b1_m13,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m13,v080149_cat13_practice_family_cat13_pf_091,active,b1_m13,production,answer/feedback,self_check | self-marked | Production is practice only: ask clearly for help or describe your learning need; do not treat this as exam advice.,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m13,v080149_cat13_practice_family_cat13_pf_091,active,b1_m13,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m13,v080149_cat13_practice_family_cat13_pf_093,active,b1_m13,production,answer/feedback,self_check | self-marked | Production is practice only: ask clearly for help or describe your learning need; do not treat this as exam advice.,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m13,v080149_cat13_practice_family_cat13_pf_093,active,b1_m13,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m13,v080149_cat13_practice_family_cat13_pf_094,active,b1_m13,production,answer/feedback,self_check | self-marked | Production is practice only: ask clearly for help or describe your learning need; do not treat this as exam advice.,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m13,v080149_cat13_practice_family_cat13_pf_094,active,b1_m13,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m13,v080149_cat13_practice_family_cat13_pf_095,active,b1_m13,production,answer/feedback,self_check | self-marked | Production is practice only: ask clearly for help or describe your learning need; do not treat this as exam advice.,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m13,v080149_cat13_practice_family_cat13_pf_095,active,b1_m13,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m13,v080149_cat13_practice_family_cat13_pf_096,active,b1_m13,production,answer/feedback,self_check | self-marked | Production is practice only: ask clearly for help or describe your learning need; do not treat this as exam advice.,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m13,v080149_cat13_practice_family_cat13_pf_096,active,b1_m13,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m13,v080149_cat13_redemittel_cat13_r_001,active,b1_m13,production,production_answer_fields,Ich verstehe die Aufgabe leider nicht. | Ich verstehe die Aufgabe leider nicht. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m13,v080149_cat13_redemittel_cat13_r_002,active,b1_m13,production,production_answer_fields,Könnten Sie die Aufgabe bitte erklären? | Könnten Sie die Aufgabe bitte erklären? | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m13,v080149_cat13_redemittel_cat13_r_016,active,b1_m13,production,production_answer_fields,Ich möchte meine Aussprache verbessern. | Ich möchte meine Aussprache verbessern. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m13,v080149_cat13_redemittel_cat13_r_018,active,b1_m13,production,answer/feedback,self_check | Ich lerne jeden Tag zwanzig Minuten. | Watch: seit/vor issue belongs CAT15,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m13,v080149_cat13_redemittel_cat13_r_018,active,b1_m13,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m13,v080149_cat13_redemittel_cat13_r_022,active,b1_m13,production,answer/feedback,"self_check | Ich frage nach, wenn ich etwas nicht verstehe. | Watch: word order",Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m13,v080149_cat13_redemittel_cat13_r_022,active,b1_m13,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m13,v080149_cat13_redemittel_cat13_r_027,active,b1_m13,production,answer/feedback,self_check | Ich möchte die mündliche Prüfung üben. | Watch: missing article,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m13,v080149_cat13_redemittel_cat13_r_027,active,b1_m13,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m13,v080149_cat13_redemittel_cat13_r_039,active,b1_m13,production,production_answer_fields,"Ich möchte wissen, wie ich mich verbessern kann. | Ich möchte wissen, wie ich mich verbessern kann. | [object Object] | [object Object] | [object Object] | [object Object]",Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m13,v080149_cat13_redemittel_cat13_r_049,active,b1_m13,production,answer/feedback,self_check | Ich kann den Text grob verstehen. | Watch: wrong adverb,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m13,v080149_cat13_redemittel_cat13_r_049,active,b1_m13,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m13,v080149_cat13_redemittel_cat13_r_050,active,b1_m13,production,answer/feedback,self_check | Ich brauche noch Hilfe beim Satzbau. | Watch: preposition error,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m13,v080149_cat13_redemittel_cat13_r_050,active,b1_m13,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m13,v080149_cat13_redemittel_cat13_r_052,active,b1_m13,production,answer/feedback,self_check | Ich möchte mehr Redemittel lernen. | Watch: meaning/register mismatch,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m13,v080149_cat13_redemittel_cat13_r_052,active,b1_m13,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m13,v080149_cat13_wortschatz_cat13_w_022,active,b1_m13,production,production_answer_fields,das Deutschniveau | das Deutschniveau | Deutschniveau | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m13,v080149_cat13_wortschatz_cat13_w_028,active,b1_m13,production,production_answer_fields,die Aufgabe | die Aufgabe | Aufgabe | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m13,v080149_cat13_wortschatz_cat13_w_035,active,b1_m13,production,production_answer_fields,das Beispiel | das Beispiel | Beispiel | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m13,v080149_cat13_wortschatz_cat13_w_036,active,b1_m13,production,production_answer_fields,die Erklärung | die Erklärung | Erklärung | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m13,v080149_cat13_wortschatz_cat13_w_069,active,b1_m13,production,production_answer_fields,die Präsentation | die Präsentation | Präsentation | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m13,v080149_cat13_wortschatz_cat13_w_085,active,b1_m13,production,production_answer_fields,die Rückmeldung | die Rückmeldung | Rückmeldung | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m13,v080149_cat13_wortschatz_cat13_w_089,active,b1_m13,production,production_answer_fields,der Lernplan | der Lernplan | Lernplan | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m13,v080149_cat13_wortschatz_cat13_w_099,active,b1_m13,production,production_answer_fields,die Aussprache | die Aussprache | Aussprache | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m13,v080149_cat13_wortschatz_cat13_w_104,active,b1_m13,production,production_answer_fields,die Zusammenfassung | die Zusammenfassung | Zusammenfassung | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m13,v080149_cat13_wortschatz_cat13_w_107,active,b1_m13,production,production_answer_fields,die Meinung | die Meinung | Meinung | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m13,v080149_cat13_wortschatz_cat13_w_112,active,b1_m13,production,production_answer_fields,der Unterschied | der Unterschied | Unterschied | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m13,v080149_cat13_wortschatz_cat13_w_119,active,b1_m13,production,production_answer_fields,erklären | erklären | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m13,v080149_cat13_wortschatz_cat13_w_131,active,b1_m13,production,production_answer_fields,nachfragen | nachfragen | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m13,v080149_cat13_wortschatz_cat13_w_141,active,b1_m13,production,production_answer_fields,beschreiben | beschreiben | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m13,v080149_cat13_wortschatz_cat13_w_142,active,b1_m13,production,production_answer_fields,begründen | begründen | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m13,v080149_cat13_wortschatz_cat13_w_144,active,b1_m13,production,production_answer_fields,zusammenfassen | zusammenfassen | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m14,v080149_cat14_practice_family_cat14_pf_118,active,b1_m14,production,answer/feedback,self_check | self_marked | Self-check: Did you give a clear reason and keep the word order correct?,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m14,v080149_cat14_practice_family_cat14_pf_118,active,b1_m14,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m14,v080149_cat14_practice_family_cat14_pf_119,active,b1_m14,production,answer/feedback,self_check | self_marked | Self-check: Did the finite verb come directly after deshalb/deswegen?,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m14,v080149_cat14_practice_family_cat14_pf_119,active,b1_m14,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m14,v080149_cat14_practice_family_cat14_pf_120,active,b1_m14,production,answer/feedback,self_check | self_marked | Self-check: Is the contrast polite and clear?,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m14,v080149_cat14_practice_family_cat14_pf_120,active,b1_m14,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m14,v080149_cat14_practice_family_cat14_pf_121,active,b1_m14,production,answer/feedback,self_check | self_marked | Self-check: Did you use verb-final order after obwohl or V2 after trotzdem?,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m14,v080149_cat14_practice_family_cat14_pf_121,active,b1_m14,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m14,v080149_cat14_practice_family_cat14_pf_122,active,b1_m14,production,answer/feedback,self_check | self_marked | Self-check: Did the wenn-clause have the verb at the end?,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m14,v080149_cat14_practice_family_cat14_pf_122,active,b1_m14,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m14,v080149_cat14_practice_family_cat14_pf_123,active,b1_m14,production,answer/feedback,"self_check | self_marked | Self-check: Did you use ob, not wenn?",Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m14,v080149_cat14_practice_family_cat14_pf_123,active,b1_m14,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m14,v080149_cat14_practice_family_cat14_pf_124,active,b1_m14,production,answer/feedback,self_check | self_marked | Self-check: Did the finite verb go to the end after dass?,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m14,v080149_cat14_practice_family_cat14_pf_124,active,b1_m14,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m14,v080149_cat14_practice_family_cat14_pf_125,active,b1_m14,production,answer/feedback,self_check | self_marked | Self-check: Did the main verb come after the comma?,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m14,v080149_cat14_practice_family_cat14_pf_125,active,b1_m14,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m14,v080149_cat14_practice_family_cat14_pf_128,active,b1_m14,production,answer/feedback,self_check | self_marked | Self-check: Did each main clause use V2?,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m14,v080149_cat14_practice_family_cat14_pf_128,active,b1_m14,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m14,v080149_cat14_practice_family_cat14_pf_129,active,b1_m14,production,answer/feedback,self_check | self_marked | Self-check: Did the verb follow außerdem?,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m14,v080149_cat14_practice_family_cat14_pf_129,active,b1_m14,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m14,v080149_cat14_practice_family_cat14_pf_130,active,b1_m14,production,answer/feedback,self_check | self_marked | Self-check: Did you give exactly two alternatives?,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m14,v080149_cat14_practice_family_cat14_pf_130,active,b1_m14,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m14,v080149_cat14_practice_family_cat14_pf_131,active,b1_m14,production,answer/feedback,self_check | self_marked | Self-check: Did the first part contain nicht/kein?,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m14,v080149_cat14_practice_family_cat14_pf_131,active,b1_m14,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m14,v080149_cat14_practice_family_cat14_pf_132,active,b1_m14,production,answer/feedback,self_check | self_marked | Self-check: Did the finite verb come after stattdessen?,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m14,v080149_cat14_practice_family_cat14_pf_132,active,b1_m14,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m14,v080149_cat14_practice_family_cat14_pf_133,active,b1_m14,production,answer/feedback,self_check | self_marked | Self-check: Did als describe a single past event?,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m14,v080149_cat14_practice_family_cat14_pf_133,active,b1_m14,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m14,v080149_cat14_practice_family_cat14_pf_134,active,b1_m14,production,answer/feedback,self_check | self_marked | Self-check: Did the verb go to the end of the indirect question?,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m14,v080149_cat14_practice_family_cat14_pf_134,active,b1_m14,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m14,v080149_cat14_practice_family_cat14_pf_135,active,b1_m14,production,answer/feedback,self_check | self_marked | Self-check: Did you avoid using both connectors in one overlong sentence?,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m14,v080149_cat14_practice_family_cat14_pf_135,active,b1_m14,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m14,v080149_cat14_redemittel_cat14_r_040,active,b1_m14,production,production_answer_fields,"Ich frage, weil die Information unklar ist. | Ich frage, weil die Information unklar ist. | [object Object] | [object Object] | [object Object] | [object Object]",Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m14,v080149_cat14_redemittel_cat14_r_041,active,b1_m14,production,production_answer_fields,"Wenn die Uhrzeit nicht passt, schreiben Sie mir bitte. | Wenn die Uhrzeit nicht passt, schreiben Sie mir bitte. | [object Object] | [object Object] | [object Object] | [object Object]",Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m14,v080149_cat14_redemittel_cat14_r_042,active,b1_m14,production,production_answer_fields,"Ich kann heute nicht länger bleiben, aber ich kann morgen helfen. | Ich kann heute nicht länger bleiben, aber ich kann morgen helfen. | [object Object] | [object Object] | [object Object] | [object Object]",Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m14,v080149_cat14_redemittel_cat14_r_043,active,b1_m14,production,production_answer_fields,"Obwohl es schwierig ist, versuche ich es noch einmal. | Obwohl es schwierig ist, versuche ich es noch einmal. | [object Object] | [object Object] | [object Object] | [object Object]",Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m14,v080149_cat14_redemittel_cat14_r_044,active,b1_m14,production,production_answer_fields,"Die Datei ist zu groß, deshalb schicke ich sie später. | Die Datei ist zu groß, deshalb schicke ich sie später. | [object Object] | [object Object] | [object Object] | [object Object]",Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m14,v080149_cat14_redemittel_cat14_r_046,active,b1_m14,production,production_answer_fields,"Ich öffne die App, um die Nachricht zu lesen. | Ich öffne die App, um die Nachricht zu lesen. | [object Object] | [object Object] | [object Object] | [object Object]",Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m14,v080149_cat14_redemittel_cat14_r_047,active,b1_m14,production,production_answer_fields,"Ich weiß nicht, wo ich unterschreiben soll. | Ich weiß nicht, wo ich unterschreiben soll. | [object Object] | [object Object] | [object Object] | [object Object]",Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m14,v080149_cat14_redemittel_cat14_r_048,active,b1_m14,production,production_answer_fields,"Ich weiß nicht, wie ich das Formular speichern kann. | Ich weiß nicht, wie ich das Formular speichern kann. | [object Object] | [object Object] | [object Object] | [object Object]",Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m14,v080149_cat14_redemittel_cat14_r_049,active,b1_m14,production,production_answer_fields,"Die E-Mail sagt, dass ich die Unterlagen mitbringen soll. | Die E-Mail sagt, dass ich die Unterlagen mitbringen soll. | [object Object] | [object Object] | [object Object] | [object Object]",Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m14,v080149_cat14_redemittel_cat14_r_050,active,b1_m14,production,production_answer_fields,"Bevor ich unterschreibe, lese ich den Text noch einmal. | Bevor ich unterschreibe, lese ich den Text noch einmal. | [object Object] | [object Object] | [object Object] | [object Object]",Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m14,v080149_cat14_redemittel_cat14_r_056,active,b1_m14,production,production_answer_fields,"Zuerst fülle ich das Formular aus, danach prüfe ich die Angaben. | Zuerst fülle ich das Formular aus, danach prüfe ich die Angaben. | [object Object] | [object Object] | [object Object] | [object Object]",Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m14,v080149_cat14_redemittel_cat14_r_057,active,b1_m14,production,production_answer_fields,Ich kann entweder am Montag kommen oder am Dienstag anrufen. | Ich kann entweder am Montag kommen oder am Dienstag anrufen. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
