itemId,sourceFile,routeOrModule,itemType,currentPrompt,currentStimulus,currentAnswer,issueType,issueSeverity,reason,recommendedAction,normalPracticeEligible,reviewStatus
v080149_cat17_practice_family_cat17_pf_004,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,Wir müssen das Zimmer ___.,Wir müssen das Zimmer ___.,lüften,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_005,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,Ich muss noch die Wäsche ___.,Ich muss noch die Wäsche ___.,waschen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_006,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,Kannst du die Wäsche ___?,Kannst du die Wäsche ___?,aufhängen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_007,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,Nach dem Essen spüle ich das ___.,Nach dem Essen spüle ich das ___.,Geschirr,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_008,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,Kannst du bitte den Tisch ___?,Kannst du bitte den Tisch ___?,decken,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_009,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,Ich schreibe eine ___.,Ich schreibe eine ___.,Einkaufsliste,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_010,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,Wir müssen noch Lebensmittel ___.,Wir müssen noch Lebensmittel ___.,einkaufen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_011,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,Ich koche heute Abend ___.,Ich koche heute Abend ___.,Essen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_012,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,Am Sonntag backen wir einen ___.,Am Sonntag backen wir einen ___.,Kuchen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_013,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,Ich schneide das ___.,Ich schneide das ___.,Gemüse,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_014,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,Stell die Milch bitte in den ___.,Stell die Milch bitte in den ___.,Kühlschrank,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_015,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,Mach bitte das Licht ___.,Mach bitte das Licht ___.,an,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_016,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,Mach bitte das Licht ___.,Mach bitte das Licht ___.,aus,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_017,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,Bitte mach den Herd ___.,Bitte mach den Herd ___.,aus,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_018,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,Ich muss noch die Pflanzen ___.,Ich muss noch die Pflanzen ___.,gießen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_019,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,Ich hole mein Kind um vier Uhr ___.,Ich hole mein Kind um vier Uhr ___.,ab,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_020,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,Meine Partnerin bringt das Kind zur ___.,Meine Partnerin bringt das Kind zur ___.,Kita,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,medium,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_021,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,Kannst du kurz auf das Kind ___?,Kannst du kurz auf das Kind ___?,aufpassen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_022,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,Die Kinder machen ihre ___.,Die Kinder machen ihre ___.,Hausaufgaben,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_023,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,Ich kann heute nicht zum Elternabend ___.,Ich kann heute nicht zum Elternabend ___.,kommen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_024,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,Wir bekommen am Samstag ___.,Wir bekommen am Samstag ___.,Besuch,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_025,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,Wir laden Freunde ___.,Wir laden Freunde ___.,ein,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_026,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,Am Sonntag besuchen wir unsere ___.,Am Sonntag besuchen wir unsere ___.,Freunde,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_027,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,Bring bitte nichts ___.,Bring bitte nichts ___.,mit,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,medium,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_028,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,Die Oma kommt heute zu ___.,Die Oma kommt heute zu ___.,Besuch,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_029,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,Sollen wir einen Spaziergang ___?,Sollen wir einen Spaziergang ___?,machen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_030,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,Könnten Sie bitte etwas leiser ___?,Könnten Sie bitte etwas leiser ___?,sein,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_031,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,"Danke, dass Sie das Paket ___ haben.","Danke, dass Sie das Paket ___ haben.",angenommen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_032,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,Wem soll ich das Problem ___?,Wem soll ich das Problem ___?,melden,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_033,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,Der Wasserhahn ___.,Der Wasserhahn ___.,tropft,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_034,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,Die Heizung funktioniert ___.,Die Heizung funktioniert ___.,nicht,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_035,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,Könnten Sie jemanden ___?,Könnten Sie jemanden ___?,vorbeischicken,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_036,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,Ich kümmere mich heute um den ___.,Ich kümmere mich heute um den ___.,Einkauf,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_037,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,Wir teilen die Hausarbeit ___.,Wir teilen die Hausarbeit ___.,auf,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_038,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,Ich brauche kurz ___ im Haushalt.,Ich brauche kurz ___ im Haushalt.,Hilfe,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_039,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,Kannst du diese Aufgabe ___?,Kannst du diese Aufgabe ___?,übernehmen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_040,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,Zieh bitte eine Jacke ___.,Zieh bitte eine Jacke ___.,an,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_041,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,Im Flur ziehen wir die Schuhe ___.,Im Flur ziehen wir die Schuhe ___.,aus,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_042,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,Bei Regen bleiben wir zu ___.,Bei Regen bleiben wir zu ___.,Hause,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_050,content/b1-m17-home-family-daily-life-support.js,b1_m17,multiple_choice,Welches Verb passt?,Welches Verb passt?,rausbringen,internal_label_sanitised;normal_practice_excluded_by_display_schema,medium,internal_label_sanitised;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_051,content/b1-m17-home-family-daily-life-support.js,b1_m17,multiple_choice,Welche Aktion passt?,Welche Aktion passt?,abholen,internal_label_sanitised;normal_practice_excluded_by_display_schema,medium,internal_label_sanitised;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_058,content/b1-m17-home-family-daily-life-support.js,b1_m17,multiple_choice,Welche Aktion passt?,Welche Aktion passt?,einladen,internal_label_sanitised;normal_practice_excluded_by_display_schema,medium,internal_label_sanitised;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_112,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,die Wohnung ___,die Wohnung ___,aufräumen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_113,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,das Zimmer ___,das Zimmer ___,lüften,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_114,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,das Bad ___,das Bad ___,putzen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_115,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,den Müll ___,den Müll ___,rausbringen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_116,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,den Müll ___,den Müll ___,trennen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_117,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,die Wäsche ___,die Wäsche ___,waschen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_118,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,die Wäsche ___,die Wäsche ___,aufhängen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_119,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,das Geschirr ___,das Geschirr ___,spülen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_120,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,die Spülmaschine ___,die Spülmaschine ___,ausräumen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_121,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,den Tisch ___,den Tisch ___,decken,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_122,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,Essen ___,Essen ___,kochen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_123,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,Kuchen ___,Kuchen ___,backen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_124,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,Gemüse ___,Gemüse ___,schneiden,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_practice_family_cat17_pf_125,content/b1-m17-home-family-daily-life-support.js,b1_m17,vocab_cloze,eine Einkaufsliste ___,eine Einkaufsliste ___,schreiben,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_redemittel_cat17_r_001,content/b1-m17-home-family-daily-life-support.js,b1_m17,phrase_choice,Welche Form passt? home description,,Wir wohnen in einer Wohnung mit drei Zimmern.,choice_internal_label_artifact,medium,internal_label_sanitised,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_redemittel_cat17_r_004,content/b1-m17-home-family-daily-life-support.js,b1_m17,phrase_choice,Welche Form passt? home description,,Im Flur ziehen wir die Schuhe aus.,choice_internal_label_artifact,medium,internal_label_sanitised,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_redemittel_cat17_r_007,content/b1-m17-home-family-daily-life-support.js,b1_m17,phrase_choice,Welche Form passt? routine,,Nach dem Essen räume ich die Küche auf.,choice_internal_label_artifact,medium,internal_label_sanitised,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_redemittel_cat17_r_009,content/b1-m17-home-family-daily-life-support.js,b1_m17,phrase_choice,Welche Form passt? household,,Ich bringe den Müll raus.,choice_internal_label_artifact,medium,internal_label_sanitised,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_redemittel_cat17_r_010,content/b1-m17-home-family-daily-life-support.js,b1_m17,phrase_choice,Welche Form passt? household,,Kannst du bitte die Wäsche aufhängen?,choice_internal_label_artifact,medium,internal_label_sanitised,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_redemittel_cat17_r_011,content/b1-m17-home-family-daily-life-support.js,b1_m17,phrase_choice,Welche Form passt? household,,Ich muss noch das Bad putzen.,choice_internal_label_artifact,medium,internal_label_sanitised,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_redemittel_cat17_r_012,content/b1-m17-home-family-daily-life-support.js,b1_m17,phrase_choice,Welche Form passt? household,,Heute sauge ich den Teppich.,choice_internal_label_artifact,medium,internal_label_sanitised,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_redemittel_cat17_r_013,content/b1-m17-home-family-daily-life-support.js,b1_m17,phrase_choice,Welche Form passt? household,,Wir müssen die Wohnung lüften.,choice_internal_label_artifact,medium,internal_label_sanitised,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_redemittel_cat17_r_014,content/b1-m17-home-family-daily-life-support.js,b1_m17,phrase_choice,Welche Form passt? household,,Mach bitte das Licht aus.,choice_internal_label_artifact,medium,internal_label_sanitised,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_redemittel_cat17_r_015,content/b1-m17-home-family-daily-life-support.js,b1_m17,phrase_choice,Welche Form passt? household,,Der Herd ist noch an.,choice_internal_label_artifact,medium,internal_label_sanitised,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_redemittel_cat17_r_018,content/b1-m17-home-family-daily-life-support.js,b1_m17,phrase_choice,Welche Form passt? shopping/cooking,,Kannst du bitte Eier mitbringen?,choice_internal_label_artifact,medium,internal_label_sanitised,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_redemittel_cat17_r_019,content/b1-m17-home-family-daily-life-support.js,b1_m17,phrase_choice,Welche Form passt? shopping/cooking,,Ich koche heute Abend Nudeln.,choice_internal_label_artifact,medium,internal_label_sanitised,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_redemittel_cat17_r_020,content/b1-m17-home-family-daily-life-support.js,b1_m17,phrase_choice,Welche Form passt? shopping/cooking,,Das Essen ist gleich fertig.,choice_internal_label_artifact,medium,internal_label_sanitised,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_redemittel_cat17_r_021,content/b1-m17-home-family-daily-life-support.js,b1_m17,phrase_choice,Welche Form passt? shopping/cooking,,Kannst du den Tisch decken?,choice_internal_label_artifact,medium,internal_label_sanitised,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_redemittel_cat17_r_022,content/b1-m17-home-family-daily-life-support.js,b1_m17,phrase_choice,Welche Form passt? shopping/cooking,,Ich spüle nach dem Essen das Geschirr.,choice_internal_label_artifact,medium,internal_label_sanitised,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_redemittel_cat17_r_023,content/b1-m17-home-family-daily-life-support.js,b1_m17,phrase_choice,Welche Form passt? family description,,Meine Tochter geht schon zur Schule.,choice_internal_label_artifact,medium,internal_label_sanitised,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_redemittel_cat17_r_024,content/b1-m17-home-family-daily-life-support.js,b1_m17,phrase_choice,Welche Form passt? family description,,Mein Sohn ist noch im Kindergarten.,choice_internal_label_artifact,medium,internal_label_sanitised,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_redemittel_cat17_r_025,content/b1-m17-home-family-daily-life-support.js,b1_m17,phrase_choice,Welche Form passt? family support,,Ich hole mein Kind um vier Uhr ab.,choice_internal_label_artifact,medium,internal_label_sanitised,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_redemittel_cat17_r_026,content/b1-m17-home-family-daily-life-support.js,b1_m17,phrase_choice,Welche Form passt? family support,,Meine Partnerin bringt die Kinder zur Kita.,choice_internal_label_artifact,medium,internal_label_sanitised,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_redemittel_cat17_r_027,content/b1-m17-home-family-daily-life-support.js,b1_m17,phrase_choice,Welche Form passt? family support,,Kannst du kurz auf das Kind aufpassen?,choice_internal_label_artifact,medium,internal_label_sanitised,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_redemittel_cat17_r_028,content/b1-m17-home-family-daily-life-support.js,b1_m17,phrase_choice,Welche Form passt? family support,,Die Oma kommt heute zu Besuch.,choice_internal_label_artifact,medium,internal_label_sanitised,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_redemittel_cat17_r_029,content/b1-m17-home-family-daily-life-support.js,b1_m17,phrase_choice,Welche Form passt? school/kita,,Ich kann heute nicht zum Elternabend kommen.,choice_internal_label_artifact,medium,internal_label_sanitised,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_redemittel_cat17_r_030,content/b1-m17-home-family-daily-life-support.js,b1_m17,phrase_choice,Welche Form passt? school/kita,,Wer holt das Kind heute ab?,choice_internal_label_artifact,medium,internal_label_sanitised,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_redemittel_cat17_r_031,content/b1-m17-home-family-daily-life-support.js,b1_m17,phrase_choice,Welche Form passt? neighbour contact,,Könnten Sie bitte etwas leiser sein?,choice_internal_label_artifact,medium,internal_label_sanitised,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_redemittel_cat17_r_032,content/b1-m17-home-family-daily-life-support.js,b1_m17,phrase_choice,Welche Form passt? neighbour contact,,"Entschuldigung, es war gestern etwas laut.",choice_internal_label_artifact,medium,internal_label_sanitised,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_redemittel_cat17_r_033,content/b1-m17-home-family-daily-life-support.js,b1_m17,phrase_choice,Welche Form passt? neighbour contact,,Wir bekommen am Samstag Besuch.,choice_internal_label_artifact,medium,internal_label_sanitised,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_redemittel_cat17_r_034,content/b1-m17-home-family-daily-life-support.js,b1_m17,phrase_choice,Welche Form passt? neighbour contact,,Darf ich das Paket bei Ihnen abholen?,choice_internal_label_artifact,medium,internal_label_sanitised,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_redemittel_cat17_r_035,content/b1-m17-home-family-daily-life-support.js,b1_m17,phrase_choice,Welche Form passt? neighbour contact,,"Vielen Dank, dass Sie das Paket angenommen haben.",choice_internal_label_artifact,medium,internal_label_sanitised,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_redemittel_cat17_r_036,content/b1-m17-home-family-daily-life-support.js,b1_m17,phrase_choice,Welche Form passt? home support,,Die Heizung funktioniert nicht.,choice_internal_label_artifact,medium,internal_label_sanitised,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_redemittel_cat17_r_037,content/b1-m17-home-family-daily-life-support.js,b1_m17,phrase_choice,Welche Form passt? home support,,Der Wasserhahn tropft.,choice_internal_label_artifact,medium,internal_label_sanitised,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_redemittel_cat17_r_039,content/b1-m17-home-family-daily-life-support.js,b1_m17,phrase_choice,Welche Form passt? home support,,Wem soll ich das Problem melden?,choice_internal_label_artifact,medium,internal_label_sanitised,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_redemittel_cat17_r_040,content/b1-m17-home-family-daily-life-support.js,b1_m17,phrase_choice,Welche Form passt? home support,,Ich habe einen Schaden in der Wohnung bemerkt.,choice_internal_label_artifact,medium,internal_label_sanitised,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_redemittel_cat17_r_041,content/b1-m17-home-family-daily-life-support.js,b1_m17,phrase_choice,Welche Form passt? home support,,Könnten Sie jemanden vorbeischicken?,choice_internal_label_artifact,medium,internal_label_sanitised,Human review or source-safe cue rewrite.,false,queued
v080149_cat17_redemittel_cat17_r_042,content/b1-m17-home-family-daily-life-support.js,b1_m17,phrase_choice,Welche Form passt? home support,,Wann kann jemand vorbeikommen?,choice_internal_label_artifact,medium,internal_label_sanitised,Human review or source-safe cue rewrite.,false,queued
