sourceIssueType,issueType,bankKey,itemId,afterStatus,afterIssues,sourcePrompt,sourceCue,recommendedAction
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_086,active,,Welche Form passt? | A von der Haltestelle / B aus der Haltestelle / C bei der Haltestelle | von der Haltestelle | von der Haltestelle | A stop is a point: `von der Haltestelle`. | accepted-answer or regional/register nuance | accepted-answer or regional/register nuance,A von der Haltestelle / B aus der Haltestelle / C bei der Haltestelle,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_087,active,internal_label_sanitised,"Welche Form passt? | A im Büro / B ins Büro / C zum Büro | im Büro | im Büro | Location: `im Büro`. | CAT15 time/place/movement row requires human/native review for case, regional usage, route safety, deadline/admin precision, B1/B2 boundary, or accepted-answer safety. | CAT15 time/place/movement row requires human/native review for case, regional usage, route safety, deadline/admin precision, B1/",A im Büro / B ins Büro / C zum Büro,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_088,active,internal_label_sanitised,"Welche Form passt? | A ins Büro / B im Büro / C bei Büro | ins Büro | ins Büro | Direction: `ins Büro`. | CAT15 time/place/movement row requires human/native review for case, regional usage, route safety, deadline/admin precision, B1/B2 boundary, or accepted-answer safety. | CAT15 time/place/movement row requires human/native review for case, regional usage, route safety, deadline/admin precision,",A ins Büro / B im Büro / C bei Büro,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_089,active,internal_label_sanitised,"Welche Form passt? | A in Raum 204 / B im Raum 204 / C in den Raum 204 | in Raum 204 | in Raum 204 | For numbered rooms, `in Raum 204` is common as location/destination shorthand. | accepted-answer or regional/register nuance | accepted-answer or regional/register nuance",A in Raum 204 / B im Raum 204 / C in den Raum 204,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_090,active,,"Welche Form passt? | A auf dem Tisch / B auf den Tisch / C an dem Tisch | auf dem Tisch | auf dem Tisch | Location/state uses dative: `auf dem`. | CAT15 time/place/movement row requires human/native review for case, regional usage, route safety, deadline/admin precision, B1/B2 boundary, or accepted-answer safety. | CAT15 time/place/movement row requires human/native review for case, regional usage",A auf dem Tisch / B auf den Tisch / C an dem Tisch,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_091,active,,"Welche Form passt? | A auf den Tisch / B auf dem Tisch / C an den Tisch | auf den Tisch | auf den Tisch | Destination/action uses accusative: `auf den`. | CAT15 time/place/movement row requires human/native review for case, regional usage, route safety, deadline/admin precision, B1/B2 boundary, or accepted-answer safety. | CAT15 time/place/movement row requires human/native review for case, region",A auf den Tisch / B auf dem Tisch / C an den Tisch,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_092,active,,"Welche Form passt? | A an der Tür / B an die Tür / C auf der Tür | an der Tür | an der Tür | State/location uses dative: `an der`. | CAT15 time/place/movement row requires human/native review for case, regional usage, route safety, deadline/admin precision, B1/B2 boundary, or accepted-answer safety. | CAT15 time/place/movement row requires human/native review for case, regional usage, route safety",A an der Tür / B an die Tür / C auf der Tür,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_093,active,,"Welche Form passt? | A an die Tür / B an der Tür / C bei die Tür | an die Tür | an die Tür | Action/destination uses accusative: `an die`. | CAT15 time/place/movement row requires human/native review for case, regional usage, route safety, deadline/admin precision, B1/B2 boundary, or accepted-answer safety. | CAT15 time/place/movement row requires human/native review for case, regional usage, rout",A an die Tür / B an der Tür / C bei die Tür,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_094,active,,"Welche Form passt? | A vor dem Eingang / B vor den Eingang / C vorne Eingang | vor dem Eingang | vor dem Eingang | Location uses dative: `vor dem`. | CAT15 time/place/movement row requires human/native review for case, regional usage, route safety, deadline/admin precision, B1/B2 boundary, or accepted-answer safety. | CAT15 time/place/movement row requires human/native review for case, regional us",A vor dem Eingang / B vor den Eingang / C vorne Eingang,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_095,active,,"Welche Form passt? | A vor den Eingang / B vor dem Eingang / C zum Eingang | vor den Eingang | vor den Eingang | Destination/movement can use accusative: `vor den`. | CAT15 time/place/movement row requires human/native review for case, regional usage, route safety, deadline/admin precision, B1/B2 boundary, or accepted-answer safety. | CAT15 time/place/movement row requires human/native review for",A vor den Eingang / B vor dem Eingang / C zum Eingang,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_096,active,,"Welche Form passt? | A an der Kreuzung / B an die Kreuzung / C in der Kreuzung | an der Kreuzung | an der Kreuzung | Reference point/location uses dative: `an der Kreuzung`. | CAT15 time/place/movement row requires human/native review for case, regional usage, route safety, deadline/admin precision, B1/B2 boundary, or accepted-answer safety. | CAT15 time/place/movement row requires human/native re",A an der Kreuzung / B an die Kreuzung / C in der Kreuzung,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_097,active,,"Welche Form passt? | A bis zur Ampel / B bis die Ampel / C zu der Ampel bis | bis zur Ampel | bis zur Ampel | Use `bis zu` + dative contraction: `bis zur Ampel`. | CAT15 time/place/movement row requires human/native review for case, regional usage, route safety, deadline/admin precision, B1/B2 boundary, or accepted-answer safety. | CAT15 time/place/movement row requires human/native review for cas",A bis zur Ampel / B bis die Ampel / C zu der Ampel bis,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_098,active,,Welche Form passt? | A die Straße entlang / B entlang die Straße / C durch die Straße | die Straße entlang | die Straße entlang | Common route frame: noun + `entlang`. | accepted-answer or regional/register nuance | accepted-answer or regional/register nuance,A die Straße entlang / B entlang die Straße / C durch die Straße,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_099,active,,Welche Form passt? | A an der Anmeldung vorbei / B vorbei die Anmeldung / C an die Anmeldung vorbei | an der Anmeldung vorbei | an der Anmeldung vorbei | Frame: `an + dative + vorbei`. | accepted-answer or regional/register nuance | accepted-answer or regional/register nuance,A an der Anmeldung vorbei / B vorbei die Anmeldung / C an die Anmeldung vorbei,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_100,active,,"Welche Form passt? | A mit dem Bus / B mit den Bus / C bei dem Bus | mit dem Bus | mit dem Bus | Transport means: `mit + dative`. | CAT15 time/place/movement row requires human/native review for case, regional usage, route safety, deadline/admin precision, B1/B2 boundary, or accepted-answer safety. | CAT15 time/place/movement row requires human/native review for case, regional usage, route safety,",A mit dem Bus / B mit den Bus / C bei dem Bus,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_101,active,,"Welche Form passt? | A in den Bus einsteigen / B im Bus einsteigen / C auf den Bus einsteigen | in den Bus einsteigen | in den Bus einsteigen | Movement into vehicle uses accusative `in den`. | CAT15 time/place/movement row requires human/native review for case, regional usage, route safety, deadline/admin precision, B1/B2 boundary, or accepted-answer safety. | CAT15 time/place/movement row requir",A in den Bus einsteigen / B im Bus einsteigen / C auf den Bus einsteigen,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_102,active,,"Welche Form passt? | A an der Haltestelle aussteigen / B aus der Haltestelle aussteigen / C in der Haltestelle aussteigen | an der Haltestelle aussteigen | an der Haltestelle aussteigen | Get off at a stop: `an der Haltestelle`. | CAT15 time/place/movement row requires human/native review for case, regional usage, route safety, deadline/admin precision, B1/B2 boundary, or accepted-answer safety. |",A an der Haltestelle aussteigen / B aus der Haltestelle aussteigen / C in der Haltestelle aussteigen,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_103,active,,Welche Form passt? | A in die S-Bahn umsteigen / B mit der S-Bahn umsteigen / C zur S-Bahn umsteigen | in die S-Bahn umsteigen | in die S-Bahn umsteigen | Changing into a train uses direction: `in die`. | accepted-answer or regional/register nuance | accepted-answer or regional/register nuance,A in die S-Bahn umsteigen / B mit der S-Bahn umsteigen / C zur S-Bahn umsteigen,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_104,active,,Welche Form passt? | A im Erdgeschoss / B auf dem Erdgeschoss / C in Erdgeschoss | im Erdgeschoss | im Erdgeschoss | Use `im Erdgeschoss`. | accepted-answer or regional/register nuance | accepted-answer or regional/register nuance,A im Erdgeschoss / B auf dem Erdgeschoss / C in Erdgeschoss,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_105,active,,"Bringe die Wörter in eine natürliche Reihenfolge. ___ | Morgen · beginnt · der Kurs · um 9 Uhr | Morgen beginnt der Kurs um 9 Uhr. | Morgen beginnt der Kurs um 9 Uhr. | After a fronted time word, the finite verb stays in position 2. | CAT15 time/place/movement row requires human/native review for case, regional usage, route safety, deadline/admin precision, B1/B2 boundary, or accepted-answer safet",Morgen · beginnt · der Kurs · um 9 Uhr,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_106,active,,"Bringe die Wörter in eine natürliche Reihenfolge. ___ | Am Montag · habe · ich · einen Termin | Am Montag habe ich einen Termin. | Am Montag habe ich einen Termin. | Fronted time phrase counts as position 1; verb comes next. | CAT15 time/place/movement row requires human/native review for case, regional usage, route safety, deadline/admin precision, B1/B2 boundary, or accepted-answer safety. | CAT",Am Montag · habe · ich · einen Termin,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_107,active,,"Bringe die Wörter in eine natürliche Reihenfolge. ___ | Ich · warte · am Eingang | Ich warte am Eingang. | Ich warte am Eingang. | Keep the short location phrase after the verb/object. | CAT15 time/place/movement row requires human/native review for case, regional usage, route safety, deadline/admin precision, B1/B2 boundary, or accepted-answer safety. | CAT15 time/place/movement row requires huma",Ich · warte · am Eingang,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_108,active,,"Bringe die Wörter in eine natürliche Reihenfolge. ___ | Ich · gehe · jetzt · zur Anmeldung | Ich gehe jetzt zur Anmeldung. | Ich gehe jetzt zur Anmeldung. | Use `zur Anmeldung` for the destination. | CAT15 time/place/movement row requires human/native review for case, regional usage, route safety, deadline/admin precision, B1/B2 boundary, or accepted-answer safety. | CAT15 time/place/movement row",Ich · gehe · jetzt · zur Anmeldung,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_109,active,,"Bringe die Wörter in eine natürliche Reihenfolge. ___ | Ich · steige · in den Bus · ein | Ich steige in den Bus ein. | Ich steige in den Bus ein. | Separable verb: `einsteigen` → `steige ... ein`. | CAT15 time/place/movement row requires human/native review for case, regional usage, route safety, deadline/admin precision, B1/B2 boundary, or accepted-answer safety. | CAT15 time/place/movement row r",Ich · steige · in den Bus · ein,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_110,active,,"Bringe die Wörter in eine natürliche Reihenfolge. ___ | Ich · steige · an der Haltestelle · aus | Ich steige an der Haltestelle aus. | Ich steige an der Haltestelle aus. | Separable verb: `aussteigen` → `steige ... aus`. | CAT15 time/place/movement row requires human/native review for case, regional usage, route safety, deadline/admin precision, B1/B2 boundary, or accepted-answer safety. | CAT15 t",Ich · steige · an der Haltestelle · aus,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_111,active,,"Bringe die Wörter in eine natürliche Reihenfolge. ___ | Biegen · Sie · an der Kreuzung · links · ab | Biegen Sie an der Kreuzung links ab. | Biegen Sie an der Kreuzung links ab. | Polite imperative starts with the verb. | CAT15 time/place/movement row requires human/native review for case, regional usage, route safety, deadline/admin precision, B1/B2 boundary, or accepted-answer safety. | CAT15 ti",Biegen · Sie · an der Kreuzung · links · ab,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_112,active,,"Bringe die Wörter in eine natürliche Reihenfolge. ___ | Gehen · Sie · bis zur Ampel | Gehen Sie bis zur Ampel. | Gehen Sie bis zur Ampel. | Use `bis zur Ampel` as the route endpoint. | CAT15 time/place/movement row requires human/native review for case, regional usage, route safety, deadline/admin precision, B1/B2 boundary, or accepted-answer safety. | CAT15 time/place/movement row requires human/",Gehen · Sie · bis zur Ampel,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_113,active,,Bringe die Wörter in eine natürliche Reihenfolge. ___ | Die Mappe · liegt · auf dem Tisch | Die Mappe liegt auf dem Tisch. | Die Mappe liegt auf dem Tisch. | Location uses dative: `auf dem Tisch`. | case/floor nuance | case/floor nuance,Die Mappe · liegt · auf dem Tisch,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_114,active,,Bringe die Wörter in eine natürliche Reihenfolge. ___ | Ich · lege · die Mappe · auf den Tisch | Ich lege die Mappe auf den Tisch. | Ich lege die Mappe auf den Tisch. | Destination uses accusative: `auf den Tisch`. | case/floor nuance | case/floor nuance,Ich · lege · die Mappe · auf den Tisch,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_115,active,,Bringe die Wörter in eine natürliche Reihenfolge. ___ | Der Raum · ist · im zweiten Stock | Der Raum ist im zweiten Stock. | Der Raum ist im zweiten Stock. | Common floor frame: `im zweiten Stock`. | case/floor nuance | case/floor nuance,Der Raum · ist · im zweiten Stock,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_116,active,,"Bringe die Wörter in eine natürliche Reihenfolge. ___ | Nach dem Kurs · gehe · ich · nach Hause | Nach dem Kurs gehe ich nach Hause. | Nach dem Kurs gehe ich nach Hause. | Direction home: `nach Hause`. | CAT15 time/place/movement row requires human/native review for case, regional usage, route safety, deadline/admin precision, B1/B2 boundary, or accepted-answer safety. | CAT15 time/place/movement",Nach dem Kurs · gehe · ich · nach Hause,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,rendered_prompt_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_117,active,internal_label_sanitised|prompt_internal_label_sanitised,Schreibe einen kurzen Satz. Ask politely where the reception desk is. Useful phrase: `Wo finde ich ...?`,,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_117,active,internal_label_sanitised|prompt_internal_label_sanitised,"Schreibe einen kurzen Satz. Ask politely where the reception desk is. Useful phrase: `Wo finde ich ...?` | Self-marked | self_check | Self-marked | Self-check: Did you ask politely and name the place clearly? | CAT15 time/place/movement row requires human/native review for case, regional usage, route safety, deadline/admin precision, B1/B2 boundary, or accepted-answer safety. | CAT15 time/place/mo",,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_118,active,,"Schreibe einen kurzen Satz. Tell someone to go straight ahead and turn left at the traffic light. | Self-marked | self_check | Self-marked | Self-check: Did you use `geradeaus`, `an der Ampel`, and `links abbiegen`? | CAT15 time/place/movement row requires human/native review for case, regional usage, route safety, deadline/admin precision, B1/B2 boundary, or accepted-answer safety. | CAT15 time/p",,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_119,active,,"Schreibe einen kurzen Satz. Write one sentence saying you are waiting at the entrance. | Self-marked | self_check | Self-marked | Self-check: Did you use `am Eingang`? | CAT15 time/place/movement row requires human/native review for case, regional usage, route safety, deadline/admin precision, B1/B2 boundary, or accepted-answer safety. | CAT15 time/place/movement row requires human/native review f",,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_120,active,,"Schreibe einen kurzen Satz. Write one sentence saying you will arrive in ten minutes. | Self-marked | self_check | Self-marked | Self-check: Did you use `in zehn Minuten`? | CAT15 time/place/movement row requires human/native review for case, regional usage, route safety, deadline/admin precision, B1/B2 boundary, or accepted-answer safety. | CAT15 time/place/movement row requires human/native revi",,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_121,active,,"Schreibe einen kurzen Satz. Write one sentence saying you have been in the course since Monday. | Self-marked | self_check | Self-marked | Self-check: Did you use `seit Montag`? | CAT15 time/place/movement row requires human/native review for case, regional usage, route safety, deadline/admin precision, B1/B2 boundary, or accepted-answer safety. | CAT15 time/place/movement row requires human/nativ",,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_122,active,,"Schreibe einen kurzen Satz. Write one polite sentence asking someone to send documents by Friday. | Self-marked | self_check | Self-marked | Self-check: Did you use `bis Freitag` and a polite request? | CAT15 time/place/movement row requires human/native review for case, regional usage, route safety, deadline/admin precision, B1/B2 boundary, or accepted-answer safety. | CAT15 time/place/movement r",,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_123,active,,"Schreibe einen kurzen Satz. Write one sentence saying room 204 is on the second floor. | Self-marked | self_check | Self-marked | Self-check: Did you use `im zweiten Stock` or a reviewed floor phrase? | CAT15 time/place/movement row requires human/native review for case, regional usage, route safety, deadline/admin precision, B1/B2 boundary, or accepted-answer safety. | CAT15 time/place/movement r",,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_124,active,,"Schreibe einen kurzen Satz. Write one sentence saying you go by bus and get off at the stop. | Self-marked | self_check | Self-marked | Self-check: Did you use `mit dem Bus` and `an der Haltestelle aussteigen`? | CAT15 time/place/movement row requires human/native review for case, regional usage, route safety, deadline/admin precision, B1/B2 boundary, or accepted-answer safety. | CAT15 time/place/",,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,rendered_prompt_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_125,review,internal_label_sanitised|prompt_internal_label_sanitised|internal_label_visible,"Schreibe einen kurzen Satz. Write two short sentences: one with `im Büro`, one with `ins Büro`.",,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_125,review,internal_label_sanitised|prompt_internal_label_sanitised|internal_label_visible,"Schreibe einen kurzen Satz. Write two short sentences: one with `im Büro`, one with `ins Büro`. | Self-marked | self_check | Self-marked | Self-check: Did one sentence show location and the other movement? | CAT15 time/place/movement row requires human/native review for case, regional usage, route safety, deadline/admin precision, B1/B2 boundary, or accepted-answer safety. | CAT15 time/place/movem",,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_126,active,internal_label_sanitised,"Schreibe einen kurzen Satz. Ask when the office is open. | Self-marked | self_check | Self-marked | Self-check: Did you ask a clear `Wann ...?` question? | CAT15 time/place/movement row requires human/native review for case, regional usage, route safety, deadline/admin precision, B1/B2 boundary, or accepted-answer safety. | CAT15 time/place/movement row requires human/native review for case, regio",,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_127,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,Die Praxis ist gegenüber ___ Bahnhof. | Die Praxis ist gegenüber ___ Bahnhof. | Die Praxis ist gegenüber dem Bahnhof. | dem | `gegenüber` usually takes dative. | formal/case or regional nuance | formal/case or regional nuance,Die Praxis ist gegenüber ___ Bahnhof.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_128,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,Folgen Sie ___ Straße bis zur Kreuzung. | Folgen Sie ___ Straße bis zur Kreuzung. | Folgen Sie der Straße bis zur Kreuzung. | der | `folgen` takes dative: `der Straße folgen`. | formal/case or regional nuance | formal/case or regional nuance,Folgen Sie ___ Straße bis zur Kreuzung.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_129,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,___ der Öffnungszeiten ist das Büro geschlossen. | ___ der Öffnungszeiten ist das Büro geschlossen. | Außerhalb der Öffnungszeiten ist das Büro geschlossen. | Außerhalb | Formal frame: `außerhalb der Öffnungszeiten`. | formal/case or regional nuance | formal/case or regional nuance,___ der Öffnungszeiten ist das Büro geschlossen.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_130,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,Bitte melden Sie sich ___ einer Woche. | Bitte melden Sie sich ___ einer Woche. | Bitte melden Sie sich innerhalb einer Woche. | innerhalb | Formal frame: `innerhalb einer Woche`. | formal/case or regional nuance | formal/case or regional nuance,Bitte melden Sie sich ___ einer Woche.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_131,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,"Ich komme um 8 Uhr ___. | Ich komme um 8 Uhr ___. | Ich komme um 8 Uhr an. | an | Separable verb: `ankommen` → `komme ... an`. | CAT15 time/place/movement row requires human/native review for case, regional usage, route safety, deadline/admin precision, B1/B2 boundary, or accepted-answer safety. | CAT15 time/place/movement row requires human/native review for case, regional usage, route safety, de",Ich komme um 8 Uhr ___.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_132,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,"Ich fahre um 7 Uhr ___. | Ich fahre um 7 Uhr ___. | Ich fahre um 7 Uhr los. | los | Separable verb: `losfahren` → `fahre ... los`. | CAT15 time/place/movement row requires human/native review for case, regional usage, route safety, deadline/admin precision, B1/B2 boundary, or accepted-answer safety. | CAT15 time/place/movement row requires human/native review for case, regional usage, route safety",Ich fahre um 7 Uhr ___.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_133,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,"Ich gehe kurz ___. | Ich gehe kurz ___. | Ich gehe kurz zurück. | zurück | `zurückgehen` means go back. | CAT15 time/place/movement row requires human/native review for case, regional usage, route safety, deadline/admin precision, B1/B2 boundary, or accepted-answer safety. | CAT15 time/place/movement row requires human/native review for case, regional usage, route safety, deadline/admin precision,",Ich gehe kurz ___.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_practice_family_cat15_pf_134,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,Die Anmeldung ist unten ___ Erdgeschoss. | Die Anmeldung ist unten ___ Erdgeschoss. | Die Anmeldung ist unten im Erdgeschoss. | im | Use `unten im Erdgeschoss`. | formal/case or regional nuance | formal/case or regional nuance,Die Anmeldung ist unten ___ Erdgeschoss.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_redemittel_cat15_r_001,review,internal_label_sanitised|internal_label_visible,"Welche Form passt? course/workplace | Ask location | Where is the course room? | Wo ist der Kursraum? | Wo ist der Kursraum? | Watch: question word-order error | CAT15 time/place/movement row requires human/native review for case, regional usage, route safety, deadline/admin precision, B1/B2 boundary, or accepted-answer safety. | CAT15 time/place/movement row requires human/native review for case,",Ask location,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_redemittel_cat15_r_002,review,internal_label_sanitised|internal_label_visible,"Welche Form passt? office/building | Ask location | Excuse me, where can I find reception? | Entschuldigung, wo finde ich die Anmeldung? | Entschuldigung, wo finde ich die Anmeldung? | Watch: missing article/capitalisation | CAT15 time/place/movement row requires human/native review for case, regional usage, route safety, deadline/admin precision, B1/B2 boundary, or accepted-answer safety. | CAT15",Ask location,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m15,v080149_cat15_redemittel_cat15_r_003,active,internal_label_sanitised,"Welche Form passt? navigation | Ask route | How do I get to the station? | Wie komme ich zum Bahnhof? | Wie komme ich zum Bahnhof? | Watch: zu/nach confusion | CAT15 time/place/movement row requires human/native review for case, regional usage, route safety, deadline/admin precision, B1/B2 boundary, or accepted-answer safety. | CAT15 time/place/movement row requires human/native review for case, r",Ask route,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
